"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","MDSF","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT03","WT04","WT05","WT06","WT11"
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-11-29",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-11-30",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-01",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-02",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-03",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-04",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-05",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-06",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-07",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-08",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-09",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-10",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-11",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-12",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-13",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-14",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-15",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-16",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-17",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-18",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-19",,,,"0.01","0.1",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-20",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-21",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-22",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-24","    3","0.03",,,,"1.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-25",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-26",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-27",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-28",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-29",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-30",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2002-12-31",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-02",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-03",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-04",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-05",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-06",,,,"0.33","2.1","2.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-07",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-08",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-09",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-10",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-11",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-12",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-13",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-14",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-15",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-16",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-17",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-18",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-19",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-20",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-21",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-22",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-23",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-24",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-25",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-26",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-27",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-28",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-29",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-30",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-01-31",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-01",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-02",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-03",,,,"0.51","6.9","6.5",,,,,,"0.5",,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-04",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-05",,,,"0.11","2.4","7.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-06",,,,"0.29","8.5","12.0",,,,,,"0.4",,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-07",,,,"0.03","0.5","9.5",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-08",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-09",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-10",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-11",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-12",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-13",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-14",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-15",,,,"0.27","2.6","5.0",,,,,,"0.3",,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-16",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-17",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-18",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-19",,,,"0.00","0.1",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-20",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-21",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-22",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-23",,,,"0.01","0.4",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-24",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-25",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-26",,,,"0.32","5.2","9.0",,,,,,"0.3",,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-27",,,,"0.12","0.6","8.5",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-02-28",,,,"0.04","0.5","8.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-01",,,,"0.06","0.5",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-02",,,,"0.49","10.7","16.0",,,,,,"0.5",,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-03",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-04",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-05",,,,"0.10","1.4",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-06",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-07",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-08",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-09",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-10",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-11",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-12",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-13",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-14",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-15",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-16",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-17",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-18",,,,"1.99","19.1",,,,,,,"2.7",,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-19",,,,"4.52","33.2",,,,,,,"5.1",,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-20",,,,"0.94","9.8",,,,,,,"1.6",,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-21",,,,"0.15","2.2",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-22",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-23",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-24",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-28",,,,"0.55","9.4",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-29",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-30",,,,"0.06","0.9",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-03-31",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-04-01",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-04-02",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-04-03",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-04-04",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-04-05",,,,"0.02","0.7",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-04-06",,,,"0.13","1.2",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-04-07",,,,"0.00","0.0",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-04-08",,,,"0.11","1.3",,,,,,,,,,,,,
"US1COJF0101","CONIFER 2.9 E, CO US","39.2519","-105.2498","2156.2","2003-04-09",,,,"0.00","0.0","0.0",,,,,,,,,,,,
"USC00054762","LAKEWOOD, CO US","39.7488","-105.1205","1719.1","2002-04-08",,,,"0.00",,"0.0",,"60","36","40",,,,,,,,
"USC00054762","LAKEWOOD, CO US","39.7488","-105.1205","1719.1","2002-04-09",,,,"0.00","0.0","0.0",,"52","32","38",,,,,,,,
"USC00054762","LAKEWOOD, CO US","39.7488","-105.1205","1719.1","2002-04-10",,,,,"0.0","0.0",,"72","40","50",,,,,,,,
"USC00054762","LAKEWOOD, CO US","39.7488","-105.1205","1719.1","2002-04-11",,,,"0.05","0.0","0.0",,"74","38","40",,,,,,,,
"USC00054762","LAKEWOOD, CO US","39.7488","-105.1205","1719.1","2002-04-12",,,,"0.00","0.0",,,"65","33","36",,,,,,,,
"USC00054762","LAKEWOOD, CO US","39.7488","-105.1205","1719.1","2002-04-13",,,,"0.00","0.0","0.0",,"69","34","52",,,,,,,,
"USC00054762","LAKEWOOD, CO US","39.7488","-105.1205","1719.1","2002-04-14",,,,"0.00","0.0","0.0",,"79","54","56",,,,,,,,
"USC00054762","LAKEWOOD, CO US","39.7488","-105.1205","1719.1","2002-04-15",,,,"0.00","0.0","0.0",,"66","34","36",,,,,,,,
"USC00054762","LAKEWOOD, CO US","39.7488","-105.1205","1719.1","2002-04-16",,,,"0.00","0.0","0.0",,"63","24","29",,,,,,,,
"USC00054762","LAKEWOOD, CO US","39.7488","-105.1205","1719.1","2002-04-17",,,,"0.00","0.0","0.0",,"66","34","36",,,,,,,,
"USC00054762","LAKEWOOD, CO US","39.7488","-105.1205","1719.1","2002-04-18",,,,,"0.0","0.0",,"70","34","40",,,,,,,,
"USC00054762","LAKEWOOD, CO US","39.7488","-105.1205","1719.1","2002-04-19",,,,"0.00","0.0","0.0",,"63","24","29",,,,,,,,
"USC00054762","LAKEWOOD, CO US","39.7488","-105.1205","1719.1","2002-04-20",,,,"0.00","0.0",,,"64","26","29",,,,,,,,
"USC00054762","LAKEWOOD, CO US","39.7488","-105.1205","1719.1","2002-04-21",,,,"0.00","0.0",,,"52","26","42",,,,,,,,
"USC00054762","LAKEWOOD, CO US","39.7488","-105.1205","1719.1","2002-04-22",,,,"0.00","0.0","0.0",,"57","29","29",,,,,,,,
"USC00054762","LAKEWOOD, CO US","39.7488","-105.1205","1719.1","2002-04-23",,,,"0.00","0.0","0.0",,"68","30","45",,,,,,,,
